area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft,price_per_squrt
Super built-up  Area,18-Aug,Electronic City,2 BHK,1128.0,2,1,65.35,2,5793.44,5793.44
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128.0,2,1,65.0,2,5762.41,5762.41
Super built-up  Area,Ready To Move,Electronic City,2 BHK,755.0,1,1,34.0,2,4503.31,4503.31
Super built-up  Area,21-Dec,Electronic City,3 BHK,1563.0,3,2,91.84,3,5875.88,5875.88
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1652.0,3,2,70.0,3,4237.29,4237.29
Super built-up  Area,18-Apr,Electronic City,2 BHK,1025.0,2,1,54.5,2,5317.07,5317.07
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1350.0,3,2,58.0,3,4296.3,4296.3
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1700.0,3,2,75.0,3,4411.76,4411.76
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1128.0,2,1,68.0,2,6028.37,6028.37
Built-up  Area,Ready To Move,Electronic City,1 BHK,700.0,1,1,35.0,1,5000.0,5000.0
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1360.0,2,1,70.5,3,5183.82,5183.82
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1571.0,3,2,105.0,3,6683.64,6683.64
Built-up  Area,18-Jan,Electronic City,3 BHK,1600.0,3,2,104.0,3,6500.0,6500.0
Built-up  Area,Ready To Move,Electronic City,3 BHK,1500.0,2,1,100.0,3,6666.67,6666.67
Super built-up  Area,18-Apr,Electronic City,2 BHK,1152.0,2,1,65.0,2,5642.36,5642.36
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070.0,2,1,60.0,2,5607.48,5607.48
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128.0,2,1,65.5,2,5806.74,5806.74
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1200.0,2,1,59.0,2,4916.67,4916.67
Super built-up  Area,18-Mar,Electronic City,2 BHK,1152.0,2,1,65.75,2,5707.47,5707.47
Super built-up  Area,18-Feb,Electronic City,2 BHK,1070.0,2,1,55.0,2,5140.19,5140.19
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1060.0,2,1,58.0,2,5471.7,5471.7
Super built-up  Area,18-Jul,Electronic City,2 BHK,1025.0,2,1,54.1,2,5278.05,5278.05
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1500.0,2,1,78.0,3,5200.0,5200.0
Super built-up  Area,20-Dec,Electronic City,2 BHK,1213.0,2,1,59.32,2,4890.35,4890.35
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1575.0,3,2,90.0,3,5714.29,5714.29
Built-up  Area,Ready To Move,Electronic City,1 RK,435.0,1,1,19.5,1,4482.76,4482.76
Built-up  Area,Ready To Move,Electronic City,3 BHK,1449.0,3,2,100.0,3,6901.31,6901.31
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1125.0,2,1,58.0,2,5155.56,5155.56
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1575.0,3,3,101.0,3,6412.7,6412.7
Built-up  Area,Ready To Move,Electronic City,1 BHK,550.0,1,1,12.0,1,2181.82,2181.82
Super built-up  Area,Ready To Move,Electronic City,2 BHK,919.0,2,2,40.0,2,4352.56,4352.56
Super built-up  Area,18-Apr,Electronic City,3 BHK,1500.0,2,1,78.25,3,5216.67,5216.67
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1363.0,2,1,79.0,2,5796.04,5796.04
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1108.0,2,1,67.15,2,6060.47,6060.47
Super built-up  Area,18-Aug,Electronic City,2 BHK,1128.0,2,1,65.7,2,5824.47,5824.47
Built-up  Area,Ready To Move,Electronic City,2 BHK,1060.0,2,1,51.0,2,4811.32,4811.32
Built-up  Area,18-Apr,Electronic City,3 BHK,1650.0,3,2,100.0,3,6060.61,6060.61
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1025.0,2,1,49.0,2,4780.49,4780.49
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1449.0,3,2,90.0,3,6211.18,6211.18
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070.0,2,1,58.0,2,5420.56,5420.56
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1210.0,2,1,54.0,2,4462.81,4462.81
Built-up  Area,18-Apr,Electronic City,3 BHK,1500.0,2,1,75.0,3,5000.0,5000.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070.0,2,1,52.0,2,4859.81,4859.81
Super built-up  Area,20-Dec,Electronic City,4 BHK,2435.0,4,3,119.0,4,4887.06,4887.06
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1073.0,2,2,60.0,2,5591.8,5591.8
Super built-up  Area,18-Apr,Electronic City,3 BHK,1500.0,2,1,78.0,3,5200.0,5200.0
Super built-up  Area,17-Jun,Electronic City,2 BHK,1070.0,2,1,47.0,2,4392.52,4392.52
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1296.0,2,2,65.0,2,5015.43,5015.43
Super built-up  Area,21-Dec,Electronic City,2 BHK,1140.0,2,1,70.93,2,6221.93,6221.93
Super built-up  Area,20-Dec,Electronic City,4 BHK,2093.0,4,1,104.0,4,4968.94,4968.94
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1025.0,2,1,53.9,2,5258.54,5258.54
Built-up  Area,Ready To Move,Electronic City,2 BHK,940.0,2,1,54.0,2,5744.68,5744.68
Super built-up  Area,Ready To Move,Electronic City,1 BHK,435.0,1,1,21.0,1,4827.59,4827.59
Super built-up  Area,18-Mar,Electronic City,3 BHK,1500.0,2,1,77.5,3,5166.67,5166.67
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1631.0,3,2,80.0,3,4904.97,4904.97
Super built-up  Area,18-Apr,Electronic City,2 BHK,1355.0,2,1,67.0,2,4944.65,4944.65
Super built-up  Area,Ready To Move,Electronic City,1 BHK,435.0,1,1,22.0,1,5057.47,5057.47
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1039.0,2,1,50.0,2,4812.32,4812.32
Super built-up  Area,Ready To Move,Electronic City,2 BHK,770.0,1,1,39.9,2,5181.82,5181.82
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128.0,2,1,64.0,2,5673.76,5673.76
Super built-up  Area,18-Mar,Electronic City,1 BHK,605.0,1,0,13.31,1,2200.0,2200.0
Super built-up  Area,19-Dec,Electronic City,1 BHK,530.0,1,1,13.5,1,2547.17,2547.17
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070.0,2,1,53.0,2,4953.27,4953.27
Super built-up  Area,17-Oct,Electronic City,3 BHK,1571.0,3,2,83.0,3,5283.26,5283.26
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1350.0,3,2,66.0,3,4888.89,4888.89
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1652.0,3,3,110.0,3,6658.6,6658.6
Super built-up  Area,18-Aug,Electronic City,2 BHK,1128.0,2,1,65.58,2,5813.83,5813.83
Built-up  Area,Ready To Move,Electronic City,1 BHK,635.0,1,1,28.0,1,4409.45,4409.45
Super built-up  Area,18-Aug,Electronic City,2 BHK,1128.0,2,1,65.4,2,5797.87,5797.87
Super built-up  Area,18-Apr,Electronic City,2 BHK,1355.0,2,1,72.9,2,5380.07,5380.07
Built-up  Area,Ready To Move,Electronic City,2 BHK,770.0,1,1,35.0,2,4545.45,4545.45
Super built-up  Area,Ready To Move,Electronic City,2 BHK,865.0,2,1,40.0,2,4624.28,4624.28
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1108.0,2,1,63.0,2,5685.92,5685.92
Super built-up  Area,18-Apr,Electronic City,1 BHK,630.0,1,1,40.5,1,6428.57,6428.57
Super built-up  Area,Ready To Move,Electronic City,1 BHK,605.0,1,1,22.0,1,3636.36,3636.36
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070.0,2,1,48.0,2,4485.98,4485.98
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1360.0,2,1,70.0,3,5147.06,5147.06
Super built-up  Area,Ready To Move,Electronic City,1 BHK,635.0,1,0,28.0,1,4409.45,4409.45
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128.0,2,1,65.45,2,5802.3,5802.3
Super built-up  Area,Ready To Move,Electronic City,2 BHK,890.0,2,1,40.0,2,4494.38,4494.38
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1360.0,2,1,58.0,3,4264.71,4264.71
Super built-up  Area,18-Aug,Electronic City,1 BHK,630.0,1,1,33.7,1,5349.21,5349.21
Built-up  Area,Ready To Move,Electronic City,3 Bedroom,1400.0,3,1,90.0,3,6428.57,6428.57
Built-up  Area,Ready To Move,Electronic City,3 BHK,1287.0,3,1,55.0,3,4273.5,4273.5
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1258.0,2,1,85.5,2,6796.5,6796.5
Built-up  Area,Ready To Move,Electronic City,2 BHK,1386.0,2,1,85.0,2,6132.76,6132.76
Built-up  Area,Ready To Move,Electronic City,1 RK,550.0,1,1,27.0,1,4909.09,4909.09
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1025.0,2,1,50.0,2,4878.05,4878.05
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070.0,2,1,55.0,2,5140.19,5140.19
Super built-up  Area,18-Apr,Electronic City,2 BHK,1342.0,2,1,72.0,2,5365.13,5365.13
Built-up  Area,Ready To Move,Electronic City,3 BHK,1275.0,3,1,70.0,3,5490.2,5490.2
Super built-up  Area,Ready To Move,Electronic City,2 BHK,770.0,1,1,38.0,2,4935.06,4935.06
Super built-up  Area,17-Jun,Electronic City,3 BHK,1644.0,3,2,92.59,3,5632.0,5632.0
Built-up  Area,Ready To Move,Electronic City,2 BHK,1250.0,2,1,62.0,2,4960.0,4960.0
Super built-up  Area,Ready To Move,Electronic City,1 BHK,418.0,1,1,12.0,1,2870.81,2870.81
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128.0,2,1,64.8,2,5744.68,5744.68
Built-up  Area,Ready To Move,Electronic City,2 BHK,1060.0,2,1,55.0,2,5188.68,5188.68
Super built-up  Area,21-Dec,Electronic City,1 BHK,710.0,1,1,40.42,1,5692.96,5692.96
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1275.0,3,3,63.43,3,4974.9,4974.9
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1518.0,3,3,75.0,3,4940.71,4940.71
Built-up  Area,18-Dec,Electronic City,1 BHK,1090.0,2,1,31.48,1,2888.07,2888.07
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1060.0,2,1,55.0,2,5188.68,5188.68
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1353.0,2,3,75.0,2,5543.24,5543.24
Super built-up  Area,18-Jul,Electronic City,2 BHK,1128.0,2,1,67.0,2,5939.72,5939.72
Built-up  Area,17-Jul,Electronic City,2 BHK,1070.0,2,1,57.0,2,5327.1,5327.1
Built-up  Area,Ready To Move,Electronic City,3 BHK,1700.0,3,2,90.0,3,5294.12,5294.12
Super built-up  Area,Ready To Move,Electronic City,1 BHK,750.0,1,1,35.0,1,4666.67,4666.67
Built-up  Area,Ready To Move,Electronic City,2 BHK,1210.0,2,1,55.0,2,4545.45,4545.45
Built-up  Area,17-Jun,Electronic City,2 BHK,1070.0,2,1,60.0,2,5607.48,5607.48
Super built-up  Area,18-Jul,Electronic City,3 BHK,1615.0,3,2,97.0,3,6006.19,6006.19
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1221.0,2,2,68.0,2,5569.21,5569.21
Built-up  Area,Ready To Move,Electronic City,3 Bedroom,1500.0,3,1,73.0,3,4866.67,4866.67
Super built-up  Area,Ready To Move,Electronic City,2 BHK,995.0,2,1,48.0,2,4824.12,4824.12
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1342.0,2,1,90.0,2,6706.41,6706.41
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128.0,2,1,63.5,2,5629.43,5629.43
Super built-up  Area,Ready To Move,Electronic City,1 BHK,589.0,1,1,29.0,1,4923.6,4923.6
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1575.0,3,1,94.5,3,6000.0,6000.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070.0,2,1,48.0,2,4485.98,4485.98
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1025.0,2,1,54.0,2,5268.29,5268.29
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1500.0,2,1,70.0,3,4666.67,4666.67
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1500.0,2,1,64.5,3,4300.0,4300.0
Super built-up  Area,21-Dec,Electronic City,4 BHK,2093.0,4,2,134.0,4,6402.29,6402.29
Super built-up  Area,18-Apr,Electronic City,2 BHK,1355.0,2,1,73.0,2,5387.45,5387.45
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1360.0,2,1,64.99,3,4778.68,4778.68
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1060.0,2,1,52.0,2,4905.66,4905.66
Super built-up  Area,19-Dec,Electronic City Phase II,2 BHK,1056.0,2,1,39.07,2,3699.81,3699.81
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1020.0,2,1,30.6,2,3000.0,3000.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1069.0,2,2,45.0,2,4209.54,4209.54
Super built-up  Area,18-May,Electronic City Phase II,1 BHK,630.0,1,1,28.35,1,4500.0,4500.0
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1000.0,2,1,25.0,2,2500.0,2500.0
Built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1090.0,2,1,28.34,2,2600.0,2600.0
Super built-up  Area,18-Dec,Electronic City Phase II,4 BHK,2225.0,4,0,98.88,4,4444.04,4444.04
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,775.0,2,2,38.0,2,4903.23,4903.23
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1266.0,2,2,59.0,2,4660.35,4660.35
Super built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1000.0,2,1,28.88,2,2888.0,2888.0
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,972.0,2,1,44.0,2,4526.75,4526.75
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1031.0,2,1,55.0,2,5334.63,5334.63
Super built-up  Area,18-Apr,Electronic City Phase II,2 BHK,1003.0,2,1,40.6,2,4047.86,4047.86
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1031.0,2,1,56.35,2,5465.57,5465.57
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1395.0,2,1,62.78,3,4500.36,4500.36
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1160.0,2,1,33.5,2,2887.93,2887.93
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1065.0,2,1,30.75,2,2887.32,2887.32
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1219.0,2,1,61.25,2,5024.61,5024.61
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1000.0,2,1,28.88,2,2888.0,2888.0
Built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1790.0,3,3,100.0,3,5586.59,5586.59
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,769.0,2,1,40.0,2,5201.56,5201.56
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,900.0,2,2,32.5,2,3611.11,3611.11
Carpet  Area,18-May,Electronic City Phase II,3 BHK,993.0,2,2,50.0,3,5035.25,5035.25
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1418.0,3,2,52.47,3,3700.28,3700.28
Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1070.0,2,2,45.0,2,4205.61,4205.61
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1140.0,2,1,33.06,2,2900.0,2900.0
Super built-up  Area,18-Oct,Electronic City Phase II,2 BHK,1089.0,2,0,32.67,2,3000.0,3000.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1031.0,2,1,55.0,2,5334.63,5334.63
Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1253.0,2,1,65.8,2,5251.4,5251.4
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1160.0,2,1,33.5,2,2887.93,2887.93
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,975.0,2,2,45.0,3,4615.38,4615.38
Plot  Area,18-Mar,Electronic City Phase II,4 Bedroom,6000.0,4,1,260.0,4,4333.33,4333.33
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1116.0,2,2,37.0,2,3315.41,3315.41
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1125.0,2,1,29.25,2,2600.0,2600.0
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1000.0,2,1,28.88,2,2888.0,2888.0
Super built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1000.0,2,1,28.88,2,2888.0,2888.0
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,1000.0,2,1,28.88,2,2888.0,2888.0
Built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1165.0,2,1,30.29,2,2600.0,2600.0
Built-up  Area,Ready To Move,Electronic City Phase II,4 Bedroom,3550.0,4,1,167.5,4,4718.31,4718.31
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1031.0,2,1,53.0,2,5140.64,5140.64
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1065.0,2,1,30.88,2,2899.53,2899.53
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1549.0,3,2,80.0,3,5164.62,5164.62
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1065.0,2,1,56.13,2,5270.42,5270.42
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,920.0,2,2,26.0,2,2826.09,2826.09
Super built-up  Area,18-Apr,Electronic City Phase II,2 BHK,1140.0,2,1,33.84,2,2968.42,2968.42
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1219.0,2,1,61.26,2,5025.43,5025.43
Built-up  Area,16-Oct,Electronic City Phase II,3 BHK,1252.0,2,3,65.0,3,5191.69,5191.69
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1125.0,2,1,32.49,2,2888.0,2888.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1286.0,2,2,69.0,2,5365.47,5365.47
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1140.0,2,1,32.92,2,2887.72,2887.72
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1116.0,2,2,40.0,2,3584.23,3584.23
Built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1150.0,3,3,46.0,3,4000.0,4000.0
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1192.0,2,3,47.0,3,3942.95,3942.95
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1020.0,2,2,32.0,2,3137.25,3137.25
Built-up  Area,Ready To Move,Electronic City Phase II,4 Bedroom,1900.0,3,1,97.0,4,5105.26,5105.26
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1020.0,2,1,27.43,2,2689.22,2689.22
Built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1025.0,2,1,26.65,2,2600.0,2600.0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1020.0,2,1,29.45,2,2887.25,2887.25
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1000.0,2,1,28.88,2,2888.0,2888.0
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1140.0,2,2,28.5,2,2500.0,2500.0
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1125.0,2,1,32.49,2,2888.0,2888.0
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1200.0,2,1,34.65,2,2887.5,2887.5
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1160.0,2,1,52.2,2,4500.0,4500.0
Super built-up  Area,18-Jun,Electronic City Phase II,2 BHK,1244.0,2,1,55.0,2,4421.22,4421.22
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1160.0,2,1,33.51,2,2888.79,2888.79
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,972.0,2,1,40.0,2,4115.23,4115.23
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,1160.0,2,1,33.51,2,2888.79,2888.79
Built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1090.0,2,1,31.48,2,2888.07,2888.07
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1140.0,2,1,32.92,2,2887.72,2887.72
Super built-up  Area,Ready To Move,Electronic City Phase II,1 BHK,650.0,1,1,35.0,1,5384.62,5384.62
Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1155.0,2,1,57.0,2,4935.06,4935.06
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1800.0,3,3,92.0,3,5111.11,5111.11
Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1300.0,2,2,28.0,2,2153.85,2153.85
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,1160.0,2,1,33.5,2,2887.93,2887.93
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1025.0,2,1,29.6,2,2887.8,2887.8
Super built-up  Area,19-Aug,Electronic City Phase II,2 BHK,829.0,2,1,22.8,2,2750.3,2750.3
Super built-up  Area,18-May,Electronic City Phase II,4 BHK,2187.5,4,0,105.0,4,4800.0,4800.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1252.0,2,1,67.0,2,5351.44,5351.44
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,1125.0,2,1,32.63,2,2900.44,2900.44
Super built-up  Area,18-Apr,Electronic City Phase II,2 BHK,1140.0,2,1,34.0,2,2982.46,2982.46
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1252.0,2,1,65.0,3,5191.69,5191.69
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1135.0,2,2,46.0,2,4052.86,4052.86
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1305.0,3,1,65.0,3,4980.84,4980.84
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1165.0,2,1,33.64,2,2887.55,2887.55
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1336.0,2,3,50.35,3,3768.71,3768.71
Built-up  Area,Ready To Move,Electronic City Phase II,1 BHK,575.0,1,1,16.75,1,2913.04,2913.04
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,925.0,2,1,49.82,3,5385.95,5385.95
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,1065.0,2,1,30.76,2,2888.26,2888.26
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1065.0,2,1,30.75,2,2887.32,2887.32
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,1140.0,2,1,33.06,2,2900.0,2900.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,911.0,2,1,26.5,2,2908.89,2908.89
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1200.0,2,1,34.65,2,2887.5,2887.5
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1031.0,2,1,54.48,2,5284.19,5284.19
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1475.0,3,2,78.29,3,5307.8,5307.8
Built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1490.0,3,1,78.8,3,5288.59,5288.59
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1113.27,2,2,53.0,2,4760.75,4760.75
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1490.0,3,1,84.0,3,5637.58,5637.58
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1015.0,2,1,56.0,2,5517.24,5517.24
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1515.0,2,1,80.91,3,5340.59,5340.59
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,995.0,2,0,46.0,2,4623.12,4623.12
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1555.0,2,1,82.0,3,5273.31,5273.31
Built-up  Area,18-Jul,Electronics City Phase 1,2 BHK,1340.0,2,2,75.0,2,5597.01,5597.01
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1124.0,2,2,55.0,3,4893.24,4893.24
Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,1175.0,2,1,57.0,2,4851.06,4851.06
Super built-up  Area,18-Dec,Electronics City Phase 1,1 BHK,755.0,1,1,42.41,1,5617.22,5617.22
Built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,580.0,1,1,27.0,1,4655.17,4655.17
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,940.0,2,2,49.0,2,5212.77,5212.77
Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,1335.0,2,2,67.0,2,5018.73,5018.73
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1113.12,2,2,55.0,2,4941.07,4941.07
Built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1350.0,3,0,71.0,3,5259.26,5259.26
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,995.0,2,1,49.8,2,5005.03,5005.03
Built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,635.0,1,0,26.0,1,4094.49,4094.49
Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,1190.0,2,1,68.0,2,5714.29,5714.29
Super built-up  Area,19-Dec,Electronics City Phase 1,3 BHK,1450.0,3,2,72.54,3,5002.76,5002.76
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 RK,360.0,1,0,16.9,1,4694.44,4694.44
Built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,638.0,1,1,32.0,1,5015.67,5015.67
Super built-up  Area,18-Dec,Electronics City Phase 1,2 BHK,1175.0,2,2,64.98,2,5530.21,5530.21
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,585.0,1,1,21.0,1,3589.74,3589.74
Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,1200.0,2,2,59.76,2,4980.0,4980.0
Super built-up  Area,18-Mar,Electronics City Phase 1,2 BHK,1145.0,2,1,54.0,2,4716.16,4716.16
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1125.0,2,2,65.0,2,5777.78,5777.78
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1550.0,2,2,82.0,3,5290.32,5290.32
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,865.0,2,0,40.0,2,4624.28,4624.28
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1800.0,3,2,93.0,3,5166.67,5166.67
Super built-up  Area,18-Jul,Electronics City Phase 1,2 BHK,1314.0,2,2,60.0,2,4566.21,4566.21
Super built-up  Area,18-Apr,Electronics City Phase 1,2 BHK,1170.0,2,1,62.0,2,5299.15,5299.15
Super built-up  Area,18-Dec,Electronics City Phase 1,3 BHK,1450.0,3,2,79.0,3,5448.28,5448.28
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,940.0,2,1,48.0,2,5106.38,5106.38
Super built-up  Area,17-May,Electronics City Phase 1,2 BHK,940.0,2,1,44.0,2,4680.85,4680.85
