,area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_per_squrt
3735,Super built-up  Area,18-Apr,Devanahalli,2 BHK,1174.0,2.0,1.0,59.0,2,5025.553662691653
3736,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1890.0,3.0,2.0,162.0,3,8571.42857142857
3737,Super built-up  Area,Ready To Move,other,1 BHK,735.0,1.0,1.0,75.0,1,10204.081632653062
3738,Built-up  Area,Ready To Move,other,1 BHK,500.0,1.0,0.0,24.0,1,4800.0
3739,Super built-up  Area,Ready To Move,Gottigere,3 BHK,1304.0,3.0,3.0,80.0,3,6134.969325153375
3740,Built-up  Area,Ready To Move,Yelahanka,3 BHK,1653.0,3.0,2.0,120.0,3,7259.528130671506
3741,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,52.0,3,4837.209302325581
3742,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1212.0,3.0,1.0,42.0,2,3465.3465346534654
3743,Built-up  Area,Ready To Move,other,2 BHK,1100.0,2.0,1.0,50.0,2,4545.454545454545
3744,Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,3436.0,6.0,3.0,500.0,4,14551.804423748545
3745,Plot  Area,Ready To Move,other,3 Bedroom,1200.0,4.0,0.0,145.0,3,12083.333333333334
3746,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,1140.0,2.0,2.0,50.0,2,4385.964912280701
3747,Plot  Area,Ready To Move,other,2 Bedroom,1200.0,2.0,1.0,100.0,2,8333.333333333334
3748,Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,1532.0,3.0,2.0,83.0,3,5417.754569190601
3749,Plot  Area,Ready To Move,Doddaballapur,3 Bedroom,2776.0,4.0,2.0,195.0,3,7024.495677233429
3750,Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,1531.0,2.0,0.0,75.0,3,4898.758981058132
3751,Super built-up  Area,18-Dec,Uttarahalli,2 BHK,1325.0,2.0,1.0,53.0,2,4000.0
3752,Plot  Area,Ready To Move,other,3 Bedroom,1200.0,3.0,1.0,160.0,3,13333.333333333334
3753,Super built-up  Area,17-Apr,Electronic City,3 BHK,1156.0,2.0,2.0,44.0,3,3806.2283737024222
3754,Plot  Area,Ready To Move,R.T. Nagar,4 Bedroom,2000.0,4.0,2.0,320.0,4,16000.0
3755,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1260.0,2.0,2.0,70.0,2,5555.555555555556
3756,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1934.0,2.0,0.0,90.0,2,4653.567735263702
3757,Super built-up  Area,Ready To Move,Malleshpalya,2 BHK,1060.0,2.0,1.0,40.0,2,3773.5849056603774
3758,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1476.0,3.0,1.0,95.0,3,6436.314363143631
3759,Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,1185.0,2.0,1.0,85.0,2,7172.995780590717
3760,Super built-up  Area,Ready To Move,other,3 BHK,1265.0,2.0,1.0,82.0,3,6482.213438735178
3761,Built-up  Area,18-May,other,4 BHK,3200.0,5.0,1.0,150.0,4,4687.5
3762,Super built-up  Area,Ready To Move,other,2 BHK,1196.0,2.0,2.0,56.81,2,4750.0
3763,Built-up  Area,Ready To Move,EPIP Zone,2 BHK,1280.0,2.0,1.0,69.0,2,5390.625
3764,Built-up  Area,Ready To Move,Hulimavu,2 BHK,1175.0,2.0,,45.0,2,3829.787234042553
3765,Built-up  Area,Ready To Move,other,3 BHK,1850.0,3.0,3.0,98.0,3,5297.2972972972975
3766,Plot  Area,Ready To Move,Indira Nagar,4 Bedroom,2400.0,4.0,2.0,525.0,4,21875.0
3767,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1195.0,2.0,1.0,70.0,2,5857.740585774059
3768,Super built-up  Area,Ready To Move,Ulsoor,3 BHK,2000.0,3.0,3.0,185.0,3,9250.0
3769,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1180.0,2.0,2.0,36.5,2,3093.2203389830506
3770,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1050.0,2.0,1.0,49.87,2,4749.523809523809
3771,Built-up  Area,18-Dec,Electronic City,3 BHK,1400.0,2.0,1.0,40.44,3,2888.5714285714284
3772,Plot  Area,17-Dec,other,4 Bedroom,2360.0,4.0,2.0,150.0,4,6355.932203389831
3773,Super built-up  Area,Ready To Move,other,2 BHK,1030.0,2.0,1.0,77.25,2,7500.0
3774,Super built-up  Area,Ready To Move,other,2 BHK,1512.0,1.0,2.0,65.01,2,4299.603174603175
3775,Built-up  Area,Ready To Move,Subramanyapura,2 BHK,929.0,2.0,1.0,48.0,2,5166.846071044133
3776,Super built-up  Area,Ready To Move,Jigani,3 BHK,1252.0,3.0,3.0,61.0,3,4872.20447284345
3777,Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1485.0,3.0,2.0,115.0,3,7744.107744107744
3778,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1124.0,2.0,2.0,55.0,3,4893.238434163701
3779,Plot  Area,Ready To Move,TC Palaya,6 Bedroom,2400.0,6.0,3.0,370.0,6,15416.666666666666
3780,Built-up  Area,Ready To Move,Indira Nagar,3 BHK,1407.0,3.0,1.0,120.0,3,8528.784648187633
3781,Super built-up  Area,19-Mar,Hennur Road,3 BHK,1482.0,2.0,3.0,97.0,3,6545.209176788124
3782,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2 BHK,1163.0,2.0,1.0,98.86,2,8500.42992261393
3783,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,1570.0,3.0,2.0,140.0,3,8917.197452229299
3784,Super built-up  Area,18-Feb,Whitefield,3 BHK,3480.0,4.0,,284.0,3,8160.919540229885
3785,Super built-up  Area,19-Sep,Chandapura,1 BHK,520.0,1.0,1.0,14.04,1,2700.0
3786,Super built-up  Area,Ready To Move,other,3 BHK,2000.0,3.0,2.0,160.0,3,8000.0
3787,Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,1352.0,2.0,2.0,75.0,2,5547.337278106509
3788,Super built-up  Area,18-Apr,Electronic City,2 BHK,1152.0,2.0,1.0,65.0,2,5642.361111111111
3789,Built-up  Area,20-Dec,other,3 BHK,1575.0,3.0,2.0,93.0,3,5904.761904761905
3790,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1965.0,4.0,2.0,125.0,3,6361.323155216285
3791,Built-up  Area,Ready To Move,other,3 BHK,1300.0,2.0,2.0,70.0,3,5384.615384615385
3792,Super built-up  Area,18-Apr,Marathahalli,2 BHK,957.0,2.0,1.0,47.0,2,4911.180773249739
3793,Super built-up  Area,Ready To Move,Hoskote,3 BHK,1740.0,3.0,3.0,60.0,3,3448.2758620689656
3794,Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,1060.0,2.0,0.0,35.0,2,3301.8867924528304
3795,Carpet  Area,Ready To Move,other,2 BHK,975.0,2.0,2.0,50.0,2,5128.205128205128
3796,Super built-up  Area,18-May,Ramamurthy Nagar,2 BHK,1150.0,2.0,2.0,51.0,2,4434.782608695652
3797,Super built-up  Area,Ready To Move,Whitefield,3 BHK,1738.0,2.0,3.0,79.0,3,4545.454545454545
3798,Super built-up  Area,18-May,Bommanahalli,3 BHK,1250.0,3.0,2.0,55.0,3,4400.0
3799,Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1788.0,3.0,2.0,90.0,3,5033.557046979866
3800,Super built-up  Area,19-Dec,Kanakapura,2 BHK,1151.0,2.0,1.0,59.0,2,5125.977410947003
3801,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1300.0,2.0,2.0,60.0,3,4615.384615384615
3802,Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,1150.0,2.0,1.0,52.8,2,4591.304347826087
3803,Super built-up  Area,Ready To Move,other,2 BHK,1380.0,2.0,1.0,75.0,2,5434.782608695652
3804,Super built-up  Area,19-Jun,Hebbal,3 BHK,1645.0,3.0,2.0,117.0,3,7112.462006079028
3805,Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,1141.0,2.0,1.0,45.9,2,4022.787028921998
3806,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1175.0,2.0,2.0,82.5,2,7021.276595744681
3807,Super built-up  Area,Ready To Move,Banashankari Stage V,3 BHK,1355.0,2.0,1.0,61.0,3,4501.845018450184
3808,Built-up  Area,Ready To Move,Dasarahalli,2 BHK,1150.0,2.0,0.0,70.0,2,6086.95652173913
3809,Super built-up  Area,18-May,other,5 BHK,5800.0,5.0,,80.0,5,1379.3103448275865
3810,Built-up  Area,Ready To Move,other,2 BHK,1000.0,2.0,2.0,45.0,2,4500.0
3811,Super built-up  Area,20-Jan,Balagere,2 BHK,1007.0,2.0,1.0,65.0,2,6454.816285998014
3812,Super built-up  Area,Ready To Move,other,4 BHK,3000.0,5.0,2.0,100.0,4,3333.333333333333
3813,Super built-up  Area,Ready To Move,Kothanur,3 BHK,1436.0,3.0,3.0,70.0,3,4874.651810584958
3814,Super built-up  Area,Ready To Move,Marathahalli,4 BHK,4000.0,4.0,3.0,220.0,4,5500.0
3815,Built-up  Area,Ready To Move,Somasundara Palya,3 BHK,2372.0,3.0,,140.0,3,5902.192242833053
3816,Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,1200.0,2.0,0.0,150.0,2,12500.0
3817,Super built-up  Area,18-Mar,Rayasandra,2 BHK,1016.0,2.0,1.0,58.0,2,5708.6614173228345
3818,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,1100.0,2.0,2.0,48.0,2,4363.636363636364
3819,Super built-up  Area,Ready To Move,other,2 BHK,1080.0,2.0,1.0,45.0,2,4166.666666666667
3820,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070.0,2.0,1.0,60.0,2,5607.476635514019
3821,Super built-up  Area,Ready To Move,Kadubeesanahalli,3 BHK,1532.0,3.0,1.0,115.0,3,7506.527415143603
3822,Super built-up  Area,Ready To Move,Hennur,2 BHK,1040.0,2.0,2.0,42.12,2,4050.0
3823,Plot  Area,Ready To Move,other,3 Bedroom,3100.0,3.0,3.0,250.0,3,8064.516129032258
3824,Super built-up  Area,21-Jun,Tumkur Road,2 BHK,1137.5,2.0,0.0,48.905,2,4299.340659340659
3825,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1430.0,2.0,2.0,51.6,3,3608.391608391608
3826,Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,1160.0,1.0,0.0,163.0,2,14051.724137931034
3827,Super built-up  Area,Ready To Move,ITPL,4 BHK,3262.0,5.0,2.0,205.0,4,6284.488044144697
3828,Plot  Area,Ready To Move,other,7 Bedroom,2100.0,7.0,0.0,410.0,7,19523.809523809523
3829,Built-up  Area,Ready To Move,other,2 BHK,1190.0,2.0,2.0,100.0,2,8403.361344537816
3830,Super built-up  Area,Ready To Move,other,3 BHK,1827.0,3.0,3.0,100.0,3,5473.453749315819
3831,Super built-up  Area,Ready To Move,HRBR Layout,2 BHK,1210.0,2.0,1.0,75.0,2,6198.347107438017
3832,Super built-up  Area,Ready To Move,other,3 BHK,1500.0,3.0,3.0,95.0,3,6333.333333333333
3833,Super built-up  Area,21-Mar,Hebbal,2 BHK,1251.0,2.0,1.0,88.73,2,7092.725819344524
3834,Super built-up  Area,Ready To Move,HSR Layout,3 BHK,1600.0,2.0,2.0,115.0,3,7187.5
3835,Super built-up  Area,18-Apr,Electronic City,2 BHK,1128.0,2.0,1.0,65.5,2,5806.737588652482
3836,Super built-up  Area,Ready To Move,Budigere,3 BHK,1820.0,3.0,2.0,93.0,3,5109.89010989011
3837,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2072.0,4.0,2.0,159.0,3,7673.745173745174
3838,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1510.0,2.0,3.0,59.0,3,3907.28476821192
3839,Super built-up  Area,Ready To Move,Hoodi,3 BHK,1925.0,2.0,3.0,114.0,3,5922.077922077922
3840,Plot  Area,Ready To Move,Hennur Road,3 Bedroom,2651.0,2.0,2.0,225.0,3,8487.36325914749
3841,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2072.0,4.0,2.0,147.0,3,7094.594594594595
3842,Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,1000.0,2.0,2.0,36.0,2,3600.0
3843,Plot  Area,Ready To Move,KR Puram,3 Bedroom,1752.0,3.0,2.0,145.0,3,8276.255707762557
3844,Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,960.0,2.0,3.0,56.0,2,5833.333333333333
3845,Super built-up  Area,Ready To Move,other,2 BHK,1180.0,2.0,2.0,63.0,2,5338.983050847458
3846,Built-up  Area,Ready To Move,Benson Town,3 BHK,2270.0,3.0,1.0,180.0,3,7929.515418502203
3847,Built-up  Area,Ready To Move,NRI Layout,2 Bedroom,650.0,2.0,0.0,59.0,2,9076.923076923076
3848,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1200.0,2.0,1.0,75.0,2,6250.0
3849,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1180.0,2.0,1.0,46.0,3,3898.3050847457625
3850,Super built-up  Area,18-Jan,other,3 BHK,1300.0,3.0,2.0,47.0,3,3615.3846153846152
3851,Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1157.0,2.0,0.0,40.0,2,3457.216940363008
3852,Super built-up  Area,21-Jan,Kanakpura Road,3 BHK,1300.0,3.0,2.0,69.0,3,5307.692307692308
3853,Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,1305.0,2.0,1.0,59.0,3,4521.072796934866
3854,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,2006.0,4.0,2.0,196.0,3,9770.687936191423
3855,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1290.0,2.0,1.0,80.0,2,6201.550387596899
3856,Super built-up  Area,Ready To Move,Hoskote,2 BHK,1170.0,2.0,3.0,45.0,2,3846.153846153846
3857,Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,1400.0,2.0,3.0,78.0,2,5571.428571428572
3858,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1200.0,2.0,2.0,75.0,2,6250.0
3859,Built-up  Area,Ready To Move,other,3 BHK,1155.0,2.0,0.0,60.0,3,5194.805194805195
3860,Built-up  Area,Ready To Move,Hormavu,3 BHK,1725.0,3.0,2.0,85.0,3,4927.536231884058
3861,Super built-up  Area,21-Oct,Kanakpura Road,2 BHK,700.0,2.0,1.0,40.0,2,5714.285714285715
3862,Built-up  Area,Ready To Move,other,4 Bedroom,7000.0,5.0,,2050.0,4,29285.714285714286
3863,Super built-up  Area,22-Jun,Hoodi,2 BHK,1112.0,2.0,1.0,88.0,2,7913.669064748202
3864,Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,1178.0,2.0,,78.0,2,6621.392190152801
3865,Super built-up  Area,20-Jan,other,2 BHK,1274.0,2.0,1.0,81.0,2,6357.927786499216
3866,Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,915.0,2.0,1.0,32.0,2,3497.267759562841
3867,Super built-up  Area,Ready To Move,Hosur Road,1 BHK,760.0,1.0,2.0,21.28,1,2800.0
3868,Built-up  Area,Ready To Move,other,3 BHK,1540.0,3.0,2.0,68.0,3,4415.584415584415
3869,Super built-up  Area,Ready To Move,other,2 BHK,1206.0,2.0,3.0,38.5,2,3192.3714759535656
3870,Super built-up  Area,Ready To Move,other,3 BHK,1645.0,3.0,2.0,95.0,3,5775.075987841945
3871,Plot  Area,Ready To Move,other,4 Bedroom,1200.0,4.0,2.0,170.0,4,14166.666666666666
3872,Plot  Area,Ready To Move,other,4 Bedroom,1200.0,4.0,1.0,140.0,4,11666.666666666666
3873,Super built-up  Area,Ready To Move,Nehru Nagar,4 BHK,2342.0,3.0,2.0,115.0,4,4910.333048676345
3874,Super built-up  Area,Ready To Move,other,3 BHK,1200.0,2.0,1.0,55.0,3,4583.333333333333
3875,Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,1056.0,2.0,2.0,33.0,2,3125.0
3876,Plot  Area,Ready To Move,Raja Rajeshwari Nagar,8 Bedroom,4800.0,8.0,,225.0,8,4687.5
3877,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1450.0,3.0,3.0,54.3,3,3744.8275862068967
3878,Super built-up  Area,18-Apr,other,2 BHK,1161.0,2.0,2.0,36.69,2,3160.206718346253
3879,Super built-up  Area,Ready To Move,other,2 BHK,1097.0,2.0,3.0,65.0,2,5925.250683682772
3880,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,850.0,2.0,2.0,35.0,2,4117.64705882353
3881,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1715.0,3.0,2.0,115.0,3,6705.539358600583
3882,Super built-up  Area,Ready To Move,Basavangudi,3 BHK,2300.0,3.0,,317.0,3,13782.608695652174
3883,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1200.0,2.0,1.0,59.0,2,4916.666666666667
3884,Super built-up  Area,18-Oct,8th Phase JP Nagar,2 BHK,1080.0,2.0,2.0,38.0,2,3518.5185185185187
3885,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1200.0,2.0,1.0,50.3,2,4191.666666666667
3886,Plot  Area,Ready To Move,other,4 Bedroom,2400.0,4.0,0.0,550.0,4,22916.666666666668
3887,Super built-up  Area,Ready To Move,Banashankari,3 BHK,1400.0,2.0,1.0,78.0,3,5571.428571428572
3888,Plot  Area,Ready To Move,Whitefield,4 Bedroom,1500.0,4.0,3.0,200.0,4,13333.333333333334
3889,Carpet  Area,20-Dec,Kanakpura Road,1 BHK,458.0,1.0,0.0,19.695,1,4300.218340611354
3890,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1230.0,2.0,1.0,57.0,2,4634.146341463415
3891,Built-up  Area,Ready To Move,Kalyan nagar,3 BHK,1640.0,3.0,3.0,88.0,3,5365.8536585365855
3892,Super built-up  Area,Ready To Move,Banashankari,3 BHK,1700.0,3.0,2.0,125.0,3,7352.941176470588
3893,Super built-up  Area,Ready To Move,Bommasandra,3 BHK,1478.0,2.0,,44.0,3,2976.9959404600813
3894,Super built-up  Area,Ready To Move,other,4 BHK,6600.0,4.0,,986.0,4,14939.39393939394
3895,Super built-up  Area,Ready To Move,Banashankari,2 BHK,1020.0,2.0,2.0,40.79,2,3999.019607843137
3896,Built-up  Area,Ready To Move,Yelahanka,3 BHK,1275.0,2.0,2.0,95.0,3,7450.980392156863
3897,Built-up  Area,Ready To Move,other,4 Bedroom,1600.0,3.0,1.0,165.0,4,10312.5
3898,Super built-up  Area,Ready To Move,Kanakapura,2 BHK,1110.0,2.0,2.0,38.85,2,3500.0
3899,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1627.86,3.0,2.0,88.0,3,5405.87028368533
3900,Built-up  Area,Ready To Move,other,2 BHK,620.0,2.0,1.0,22.0,2,3548.3870967741937
3901,Plot  Area,Ready To Move,Whitefield,4 Bedroom,3004.0,4.0,2.0,285.0,4,9487.350199733688
3902,Super built-up  Area,18-May,Hosa Road,2 BHK,1133.0,2.0,1.0,52.0,2,4589.585172109444
3903,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1182.0,2.0,2.0,82.5,2,6979.6954314720815
3904,Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,1500.0,3.0,3.0,100.0,3,6666.666666666667
3905,Super built-up  Area,Ready To Move,Hebbal Kempapura,4 BHK,3900.0,5.0,,360.0,4,9230.76923076923
3906,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1200.0,2.0,2.0,58.0,2,4833.333333333333
3907,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,1.0,48.79,2,4325.354609929078
3908,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2345.0,2.708601981443623,,293.0,3,12494.669509594883
3909,Built-up  Area,Ready To Move,other,2 BHK,900.0,2.0,2.0,110.0,2,12222.222222222224
3910,Built-up  Area,Ready To Move,Amruthahalli,2 BHK,1100.0,2.0,1.0,45.0,2,4090.909090909091
3911,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,635.0,1.0,1.0,22.0,2,3464.566929133858
3912,Super built-up  Area,Ready To Move,Ardendale,4 BHK,2062.0,3.0,,140.0,4,6789.524733268671
3913,Built-up  Area,Ready To Move,Thanisandra,3 BHK,1874.0,4.0,1.0,130.0,3,6937.033084311633
3914,Super built-up  Area,18-Jun,Old Madras Road,2 BHK,1171.0,2.0,2.0,75.0,2,6404.782237403928
3915,Super built-up  Area,Ready To Move,Sarjapur,3 BHK,2020.0,3.0,3.0,85.0,3,4207.920792079208
3916,Super built-up  Area,18-Jan,8th Phase JP Nagar,2 BHK,1059.0,2.0,2.0,34.5,2,3257.790368271955
3917,Super built-up  Area,Ready To Move,Panathur,3 BHK,1315.0,2.0,1.0,59.1,3,4494.296577946768
3918,Super built-up  Area,Ready To Move,Jakkur,3 BHK,1760.0,3.0,2.0,110.0,3,6250.0
3919,Built-up  Area,Ready To Move,other,2 Bedroom,1200.0,2.0,1.0,125.0,2,10416.666666666666
3920,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1192.0,2.0,1.0,62.0,3,5201.342281879195
3921,Super built-up  Area,19-Jun,Hebbal,3 BHK,1645.0,3.0,2.0,121.0,3,7355.623100303951
3922,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1250.0,2.0,2.0,72.0,2,5760.0
3923,Super built-up  Area,19-Dec,Whitefield,1 BHK,709.0,1.0,0.0,34.385,1,4849.788434414669
3924,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1340.0,2.0,1.0,77.0,2,5746.268656716418
3925,Built-up  Area,Ready To Move,Cooke Town,3 BHK,2388.0,4.0,3.0,239.0,3,10008.375209380234
3926,Super built-up  Area,18-Jun,Hosa Road,2 BHK,1369.1,2.0,1.0,104.0,2,7596.231100723103
3927,Super built-up  Area,Ready To Move,other,2 BHK,1355.0,2.0,3.0,75.0,2,5535.055350553505
3928,Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1150.0,2.0,2.0,65.0,2,5652.173913043478
3929,Super built-up  Area,19-Dec,Kanakapura,3 BHK,1938.0,3.0,3.0,113.0,3,5830.7533539731685
3930,Super built-up  Area,19-Jun,Begur Road,4 BHK,2462.0,4.0,3.0,124.0,4,5036.555645816409
3931,Super built-up  Area,Ready To Move,Budigere,3 BHK,1636.0,3.0,2.0,85.0,3,5195.59902200489
3932,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1430.0,2.0,2.0,75.0,3,5244.755244755244
3933,Super built-up  Area,Ready To Move,other,3 BHK,2000.0,3.0,2.0,85.0,3,4250.0
3934,Carpet  Area,18-May,Electronic City Phase II,3 BHK,993.0,2.0,2.0,50.0,3,5035.246727089628
3935,Plot  Area,Ready To Move,Laggere,4 Bedroom,1260.0,4.0,1.0,150.0,4,11904.761904761905
3936,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1700.0,3.0,3.0,88.0,3,5176.470588235294
3937,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1270.0,2.0,2.0,78.0,2,6141.732283464567
3938,Plot  Area,18-Apr,Anjanapura,3 Bedroom,1500.0,3.0,1.0,121.0,3,8066.666666666667
3939,Built-up  Area,Ready To Move,Koramangala,3 BHK,2300.0,3.0,3.0,290.0,3,12608.695652173914
3940,Plot  Area,18-Mar,other,4 Bedroom,7500.0,4.0,2.0,900.0,4,12000.0
3941,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1650.0,3.0,3.0,86.45,3,5239.393939393939
3942,Super built-up  Area,Ready To Move,Panathur,2 BHK,1109.0,2.0,1.0,63.0,2,5680.793507664563
3943,Super built-up  Area,Ready To Move,other,2 BHK,1280.0,2.0,1.0,49.75,2,3886.71875
3944,Built-up  Area,Ready To Move,Sarjapur,4 Bedroom,2885.0,3.0,1.0,185.0,4,6412.478336221837
3945,Plot  Area,Ready To Move,Devanahalli,3 Bedroom,1600.0,3.0,2.0,180.0,3,11250.0
3946,Super built-up  Area,Ready To Move,Kothanur,3 BHK,1462.0,3.0,3.0,71.0,3,4856.361149110807
3947,Super built-up  Area,19-Mar,Marathahalli,1 BHK,607.0,1.0,1.0,35.0,1,5766.062602965404
3948,Super built-up  Area,Ready To Move,Kammasandra,2 BHK,930.0,2.0,0.0,25.0,2,2688.1720430107525
3949,Plot  Area,17-Nov,Varthur,4 Bedroom,4500.0,5.0,2.0,300.0,4,6666.666666666667
3950,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2600.0,3.0,1.0,237.0,3,9115.384615384615
3951,Super built-up  Area,Ready To Move,JP Nagar,4 BHK,3000.0,4.0,2.0,140.0,4,4666.666666666667
3952,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1418.0,3.0,2.0,52.47,3,3700.282087447109
3953,Built-up  Area,Ready To Move,other,2 Bedroom,4200.0,1.0,2.0,160.0,2,3809.5238095238096
3954,Built-up  Area,Ready To Move,EPIP Zone,2 BHK,1125.0,2.0,1.0,65.0,2,5777.777777777777
3955,Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,1825.0,3.0,2.0,126.0,3,6904.109589041096
3956,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1320.0,2.0,3.0,79.5,2,6022.727272727273
3957,Built-up  Area,Ready To Move,JP Nagar,4 Bedroom,3000.0,4.0,2.0,140.0,4,4666.666666666667
3958,Super built-up  Area,Ready To Move,HAL 2nd Stage,3 BHK,1490.0,2.0,2.0,300.0,3,20134.228187919463
3959,Plot  Area,Ready To Move,other,4 Bedroom,1650.0,3.0,1.0,300.0,4,18181.81818181818
3960,Super built-up  Area,20-Dec,Whitefield,2 BHK,750.0,2.0,1.0,52.7,2,7026.666666666667
3961,Super built-up  Area,19-Dec,Yelahanka,3 BHK,1400.0,2.0,2.0,80.54,3,5752.857142857143
3962,Super built-up  Area,Ready To Move,other,4 BHK,4104.0,4.0,3.0,360.0,4,8771.929824561403
3963,Built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,5000.0,4.0,0.0,375.0,4,7500.0
3964,Plot  Area,Ready To Move,Mahadevpura,5 Bedroom,3295.0,4.0,2.0,260.0,5,7890.743550834598
3965,Plot  Area,18-Jul,Whitefield,3 Bedroom,1200.0,3.0,1.0,61.96,3,5163.333333333333
3966,Built-up  Area,Ready To Move,Poorna Pragna Layout,2 BHK,965.0,2.0,2.0,48.0,2,4974.093264248705
3967,Plot  Area,Ready To Move,Gottigere,1 Bedroom,812.0,1.0,1.0,26.0,1,3201.9704433497536
3968,Super built-up  Area,Ready To Move,KR Puram,2 BHK,1100.0,2.0,2.0,43.0,2,3909.090909090909
3969,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1180.0,2.0,2.0,41.0,2,3474.576271186441
3970,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1145.0,2.0,2.0,48.0,2,4192.139737991266
3971,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1027.0,2.0,1.0,44.0,2,4284.323271665044
3972,Super built-up  Area,18-Apr,other,2 BHK,1215.0,2.0,2.0,49.85,2,4102.880658436214
